Aemonz EQ-Y e1899,,4549.96875,-850.5625,33732.375
Aemonz WP-X e1-230 ,,3852.90625,-321.15625,33901.03125
Aemonz WZ-Y e2137 ,,3857.34375,-576.5,33733.875
Aemonz YK-P e5-68 ,,3865.3125,-1287.53125,34537.0625
Aemorrs CG-O e6-2183,,2312.8125,-816.8125,34644.40625
Aemorrs FB-X e1-3356,,1805.8125,-792.78125,33828.25
Aemorrs HX-T e3-4455 ,,1531.46875,-409.75,34137.8125
Aemorrs HX-T e3-4517 ,,1470.34375,-469.34375,34159.25
Aemorrs KW-W e1-4401,,2241.3125,-840.40625,33926.3125
Aemorrs LC-U e3-1611,,2378.96875,-295.125,34195.5625
Aemorrs LH-V e2-6480,,2063.40625,-811.5625,34049.96875
Aemorrs NX-T e3-9480,,2473.40625,-483.71875,34163.125
Aemorrs PI-T e3-4299,,1719,-937.59375,34218.3125
Aemorrs PT-Q e5-5090,,2101.53125,-114.9375,34564.96875
Aemorrs PY-R e4-373,,1737.09375,-651.375,34362.46875
Aemorrs SD-B e9406 ,,2004.8125,-264.0625,33617.875
Aemorrs TO-Z e8424,,1852.53125,-26.625,33757.9375
Aemorrs UO-R e4-4982,,1919.625,-913.34375,34306.125
Aemorrs VE-Q e5-6631 ,,2105.4375,-530.1875,34609.75
Aemorrs WZ-Y e1997,,1281.46875,-578.40625,33680.84375
Aemorrs YF-O e6-4580,,1638.46875,-745.6875,34756.9375
Aemorrs YT-A e7696 ,,2330.0625,-594.875,33644.125
Aemorrs ZA-O e6-1760,,1379.84375,-942.59375,34689.4375
Aemost BA-Z e4325,,747.875,-657.78125,33705.09375
Aemost BK-A e1056,,791.84375,-906.125,33524.9375
Aemost CA-Z e6673,,901.21875,-518.25,33661.28125
Aemost DG-O e6-4332 ,,1182.09375,-783.8125,34631.75
Aemost DG-O e6-5894 ,,1214.6875,-811.25,34739.375
Aemost EB-O e6-5262,,920.25,-931.71875,34694.09375
Aemost FR-V e2-1417,,491.40625,-389.53125,34093
Aemost JN-S e4-7370,,481.625,-114.1875,34441.96875
Aemost NN-S e4-1763,,1073.84375,-106.6875,34307.03125
Aemost QT-Q e5-7605,,896.71875,-87.0625,34500.65625
Aemost TI-T e3-4789,,1094.03125,-893.9375,34195.59375
Aemost UZ-O e6-8856,,948.625,-42.25,34724.28125
Aemost VO-Z e8067,,833.21875,-72.25,33778.34375
Aemost YJ-Z e7271,,1053.875,-252.8125,33780.0625
Agnainks DB-O e6-1974,,-1679.375,-936.59375,23162.75
Agnainks DB-W e2-1998,,-1714.71875,-117.0625,22545.96875
Agnainks FR-N e6-1202,,-2090.875,-1237.03125,23117.1875
Agnainks LC-V e2-3268,,-2123.21875,-903.90625,22534.46875
Agnainks PD-B e444,,-2364.15625,-231.5,22132.65625
Agnainks RY-A e2542,,-2312.03125,-490.125,22032.34375
Agnainks SO-Z e7536,,-2266.625,-90.5625,22138.6875
Agnainks TY-A e4340,,-2079.875,-481.46875,22113.0625
Agnainks WO-Z e425,,-1589.40625,-173.59375,22268.6875
Agnainks XJ-R e4-4478,,-1732.78125,-1106.84375,22780.375
Agnainks ZZ-Y e634,,-2015.3125,-538.09375,22247.21875
Agnairt BB-O e6-2561,,-9725.78125,-830.125,23122.25
Agnairt KW-W e1-5033,,-9299.9375,-939.84375,22374.15625
Agnairt KX-T e3-7476,,-9550.53125,-435.6875,22686.40625
Agnairt LN-T e3-550,,-10038.875,-751.46875,22657.15625
Agnairt LN-T e3-3751,,-10057.40625,-670.375,22670.53125
Agnairt OT-R e4-1169,,-10212.1875,-775.75,22779.84375
Agnairt TP-O e6-5885,,-10127.34375,-438.15625,23151.8125
Agnairt UT-R e4-6827,,-9330.0625,-727.09375,22842
Agnairt UT-R e4-7266,,-9227.8125,-737.46875,22800.96875
Agnairt VJ-Z e2827,,-9740.65625,-266.40625,22201.3125
Agnairt VZ-P e5-4366,,-9716.15625,-685.3125,23043.5
Agnairt WO-R e4-3534,,-9306.0625,-858.625,22791.53125
Agnairt YF-O e6-3128,,-9902.25,-748.4375,23108.03125
Agnairy DB-X e1-1828,,-3629.09375,-723.03125,22381.34375
Agnairy DG-X e1-4409,,-3318.3125,-593.125,22444.3125
Agnairy ER-V e2-218,,-3516.375,-430.25,22577.625
Agnairy HW-W e1-410,,-3312.15625,-913.75,22411.09375
Agnairy HW-W e1-1654,,-3330.71875,-855.125,22412.28125
Agnairy JH-U e3-2113,,-2713.65625,-77.03125,22617.5
Agnairy MI-B e1225,,-3805.0625,-108.03125,22119.53125
Agnairy ND-S e4-2877,,-3417.625,-451.84375,22810.65625
Agnairy VO-R e4-2758,,-2952.8125,-869.375,22906.34375
Agnairy WZ-Y e8378,,-3844.90625,-514.34375,22273.96875
Agnairy XP-X e1-3006,,-3628.15625,-253.53125,22321.4375
Agnaiz BG-O e6-10131,,-8175.8125,-714.625,23145.09375
Agnaiz CQ-Y e1624,,-8628.15625,-880.375,22144.71875
Agnaiz GB-X e1-2062,,-8361.15625,-710.875,22341.90625
Agnaiz KX-T e3-9500,,-8271.96875,-455.90625,22714.90625
Agnaiz MS-T e3-1543,,-8286.5625,-645.71875,22680.21875
Agnaiz VY-A e5276,,-8177.40625,-388.25,21983.84375
Agnaiz WE-Z e1533,,-8562.28125,-394.375,22261.71875
Agnaiz YP-O e6-6058,,-7924.6875,-496.46875,23193.5
Aiphairns VZ-P e5-33,,-9743.75,574.625,34531.4375
Aiphaits BF-R e4-239,,-7746.59375,101.5,34325.53125
Aiphaits DQ-P e5-1427,,-7840.875,157.40625,34587.9375
Aiphaits UJ-R e4-2746,,-8676.5,271.21875,34436.65625
Aiphaits ZP-P e5-207,,-8483.625,280.9375,34608.75
Aiphaitt JG-Y e186,,-4323.3125,88.0625,33808.5625
Aiphaitt JW-W e1-1202,,-4256.53125,329.375,33957.5625
Aiphaitt QX-U e2-1354,,-4127.5,238.8125,33979.1875
Aiphaitt WJ-A e6622,,-5110.84375,436.8125,33631.96875
Aishaidy OI-T e3-11,,11806.6875,412.59375,34183.625
Aishaind DL-Y e301,,-3688.4375,186.71875,33786.1875
Aishaind MS-T e3-269,,-3177.875,686,34231.84375
Aishaind XJ-A e1332,,-3603.78125,375.65625,33518.03125
Aishaind XJ-A e7812,,-3643.4375,382.15625,33505.4375
Aishaind YE-Z e2264,,-3240.3125,791.8125,33793.40625
Aishaink CA-Z e240,,2244.8125,706.625,33810.9375
Aishaink DF-A e7897 ,,2068.375,191.28125,33581.25
Aishaink EM-V e2-3704,,1317.125,670.03125,33996.21875
Aishaink GQ-Y e926 ,,2240.90625,388.09375,33807.8125
Aishaink IC-U e3-570,,1917.84375,1090.40625,34216.53125
Aishaink IC-U e3-1205,,1864,949.65625,34258.5625
Aishaink KR-W e1-2829,,1888.3125,192.4375,33859.8125
Aishaink NM-W e1-8923,,2159.59375,13.09375,33952.25
Aishaink PD-B e3707,,1423.8125,951.125,33536.09375
Aishaink RE-Q e5-4620,,1390.46875,754.65625,34519.28125
Aishaink SJ-R e4-2451 ,,1260.78125,189.125,34312.5
Aishaink SS-U e2-3779,,2195.9375,45.4375,34073.9375
Aishaink TI-T e3-2702,,2380.59375,380.875,34268.90625
Aishaink TO-R e4-616,,1788,353.28125,34361.8125
Aishaink TO-R e4-7249,,1810.75,377.9375,34445.03125
Aishaink TZ-P e5-77 ,,1530.71875,575.28125,34516.75
Aishaink WF-O e6-4609 ,,1335.125,572.375,34621.65625
Aishaink XY-S e3-2017,,2449.21875,33.5625,34191.65625
Aishaink XY-S e3-2107,,2342.5625,109.4375,34215.875
Aishaink YE-A e2426,,1244.1875,184.6875,33537.78125
Aishaink ZJ-A e5982,,1810.25,443.03125,33556.96875
Aishaink ZP-X e1-1880,,1852.59375,1065.34375,33967.4375
Aishaink ZZ-P e5-1822,,2347.75,611.84375,34523.28125
Aishainn DV-Y e20,,4626.875,544.375,33675.5
Aishainn EW-N e6-215,,4522.875,173.34375,34702.1875
Aishainn FG-Y e5497,,3993.4375,123.46875,33687.53125
Aishainn MI-T e3-6728,,3892.65625,359,34139.375
Aishainn RY-S e3-834,,4032.59375,24.8125,34272.8125
Aishainn TZ-P e5-4471,,4040.78125,509.9375,34522.65625
Aishainn UO-A e5660,,3884.21875,583.65625,33545.21875
Aishainn WY-S e3-3276,,4869.9375,116.78125,34146.0625
Aishainn XE-R e4-75,,4357.84375,65.46875,34425.625
Aishainn XP-X e1-2986,,4060.71875,1018.96875,33940.84375
Aishainn ZJ-A e384,,4297.65625,329.5,33637.40625
Aishaish BL-X e1-182,,517.71875,794.28125,33927.90625
Aishaish EQ-Y e5911,,620.09375,374.125,33810.0625
Aishaish IR-N e6-10632,,1044.0625,51.875,34753.15625
Aishaish JB-X e1-8591,,1140.34375,570.09375,33835.3125
Aishaish RI-B e1196,,776.21875,1187.5625,33554.0625
Aishaish RS-U e2-96,,790.21875,122.125,34067.09375
Aishaish SD-T e3-3218,,636.0625,200.65625,34185.84375
Aishaish VE-Q e5-80,,864.5625,668.25,34566.46875
Aishaish WY-A e847,,964,878.25,33514
Aishaism LS-T e3-8,,6856.96875,694.40625,34163.90625
Aowriae HG-Y e2203,,569.6875,1264.9375,33771.6875
Assaipy FA-A e18,,20007.46875,43.84375,34915.34375
Athaihn AW-V e2-424,,1235.03125,-280.8125,22598.3125
Athaihn CK-A e5322,,2273.8125,-892.03125,22047.9375
Athaihn DB-X e1-5971,,1432.46875,-734.875,22392
Athaihn EV-Y e431,,2230.21875,-727.09375,22146.40625
Athaihn EV-Y e5143,,2332.875,-739.78125,22207.65625
Athaihn FG-X e1-9243,,2153.125,-593.875,22429.5625
Athaihn HH-V e2-8388,,1514.25,-723.96875,22608.96875
Athaihn IH-V e2-3460,,1606.4375,-762.03125,22554.09375
Athaihn LI-S e4-887,,1833.96875,-243.5625,22863.84375
Athaihn NH-V e2-4954,,2363.90625,-820.90625,22539.84375
Athaihn OT-R e4-6954,,1362.125,-666.09375,22859.65625
Athaihn PJ-Q e5-746,,1441.53125,-446.71875,23071.25
Athaihn QY-R e4-9676,,1924.5625,-527,22897.90625
Athaihn UJ-Q e5-552,,2177.5,-353.15625,23091.875
Athaihn WO-A e9221,,1686.71875,-749.09375,22060.25
Athaip DW-N e6-3063,,511.84375,-1020.875,23171.3125
Athaip GL-Y e7400,,645.09375,-1103.5625,22250.0625
Athaip PN-T e3-5188,,812.4375,-749.375,22623.875
Athaip QD-S e4-12,,919.0625,-499.03125,22776
Athaip QN-T e3-2030,,940.96875,-786.09375,22751.0625
Athaip QN-T e3-8082,,1000.59375,-766.75,22714.65625
Athaip TY-S e3-5853,,478.875,-1230.59375,22627.5625
Athaip YU-P e5-8031,,678.09375,-899.1875,23054.21875
Athaip ZP-P e5-6688,,426.40625,-1091.9375,22967.625
Athair DH-U e3-54,,6509.84375,-149.71875,22661.8125
Athair FB-X e1-139,,6853.46875,-754.375,22309.59375
Athair GG-X e1-1493,,7320.96875,-624.0625,22296.15625
Athair RI-B e275,,7269.5,-79.8125,22061.0625
Athair SU-O e6-17,,6684.375,-246.59375,23212.59375
Athair ZE-Z e232,,7178.5,-407.90625,22203.34375
Athairk BQ-Y e2099,,2730.21875,-886.03125,22154.09375
Athairk DG-O e6-6528,,3761,-705.625,23159.375
Athairk DG-O e6-8226,,3666.46875,-786.21875,23199.96875
Athairk EC-U e3-186,,2627.25,-338.9375,22748.90625
Athairk HC-U e3-1709,,3077.09375,-250.125,22679.09375
Athairk JB-X e1-1309,,3736.96875,-807.125,22419.0625
Athairk MH-V e2-1078,,3560.875,-760.4375,22557.09375
Athairk PN-T e3-3267,,3446.28125,-820.8125,22617.3125
Athairk TZ-P e5-10496,,2731.1875,-810.09375,23012
Aumaimy HR-N e6-82,,-12003.25,1260.28125,21918.34375
Aunaihm XE-Z e58,,-8498.59375,2214.875,20915.28125
Aunaihn IB-X e1-541,,-5354.09375,1842.65625,21070.875
Aunair AQ-P e5-2234,,-619.125,1562.65625,21686.25
Aunair BB-O e6-1382,,-848.0625,1722.21875,21904.5625
Aunair MI-S e4-126,,-622.6875,2347.96875,21580.03125
Aunairm MH-V e2-658,,999.90625,1773.34375,21223.125
Aunairm VJ-R e4-2411,,431.4375,1484.8125,21605.4375
Auphails QI-B e12,,3264.375,-119,50292.84375
Auphairks AF-Z e2,,7407.03125,-488.875,50356.5
Baukaae AB-O e6-497,,4252.5,315.34375,29584.25
Baukaae BG-O e6-4362,,4707.875,589.3125,29634.625
Baukaae BG-O e6-8605,,4685.75,553.03125,29524.0625
Baukaae GW-W e1-4352,,4112.71875,296.5,28728.5
Baukaae HG-X e1-1397,,4901.65625,659.375,28784.09375
Baukaae JR-V e2-1321,,5014.53125,928.46875,28957.5
Baukaae NX-U e2-3870,,4257.59375,276.8125,28872.84375
Baukaae OC-V e2-7688,,4867.71875,384.84375,28929.25
Baukaae TT-A e653,,4049.875,769.03125,28534.4375
Baukeau BA-A e6935,,5281.90625,47.09375,28426.875
Baukeau EL-P e5-4369,,6086.71875,126.8125,29472.625
Baukeau FA-A e8876,,5969.46875,123.21875,28428.4375
Baukeau FV-Y e6523,,6294.09375,607.625,28649.84375
Baukeau GH-V e2-2506,,5206.21875,497.46875,28906.40625
Baukeau GL-Y e7617,,5749.125,293.53125,28657.4375
Baukeau HW-V e2-1072,,6289.25,989.375,28948.25
Baukeau IC-V e2-1573,,5089.4375,345.3125,28987.125
Baukeau JW-W e1-9803,,5984.3125,438.53125,28761.125
Baukeau MC-V e2-3833,,5802.125,297.1875,28967.96875
Baukeau OC-V e2-6922,,6068.625,371.9375,28913.96875
Baukeau QD-S e4-325,,6058.65625,797.09375,29311.9375
Baukeau VD-T e3-2839,,6179.84375,271.78125,29137.28125
Baukeau WP-X e1-2123,,5190.90625,1061,28772.375
Baukeau WP-X e1-5169,,5129.625,968.15625,28737.53125
Baukeau XE-Q e5-3536,,6246.9375,617.40625,29470.6875
Baukeau ZJ-A e2165,,5669.03125,388.21875,28496.8125
Baukeau ZJ-A e8007,,5577.96875,342.90625,28420.96875
Baukeau ZZ-Y e4088,,5587.875,722.875,28634.21875
Baukeau ZZ-Y e6751,,5559.78125,630.34375,28571.21875
Baukee AB-O e6-3726,,6808.1875,357.25,29628.28125
Baukee AV-Y e3634,,6672.78125,533.0625,28645.03125
Baukee EA-A e761,,7087.03125,52.625,28440.9375
Baukee FB-X e1-2545,,6824.6875,498.78125,28782.84375
Baukee FL-P e5-142,,7511.65625,25.875,29440.875
Baukee FR-N e6-6020,,6888.4375,22.90625,29606.53125
Baukee KX-U e2-7195,,6454.03125,198.1875,28907.75
Baukee PS-U e2-1541,,6848.90625,-11.21875,28911.875
Baukee WY-S e3-6952,,7299.40625,25.96875,29071.84375
Baukee XJ-A e9428,,6516.65625,447,28394.65625
Baukee XY-A e2862,,7590.625,913.25,28425.375
Baukee ZA-O e6-5584,,6645.84375,414.46875,29607.9375
Baukoa CQ-Y e2052,,2865.5625,368.9375,28546.375
Baukoa CR-V e2-6258,,2542.8125,828.0625,29014.46875
Baukoa EW-W e1-3233,,2523.21875,336.46875,28759.125
Baukoa HG-X e1-1630,,3688.75,642.09375,28805.3125
Baukoa QE-Q e5-2321,,2511.75,691.46875,29400.75
Baukoa RO-R e4-2236,,2690.6875,340.09375,29272.3125
Baukoa SY-S e3-1218,,2912.15625,62.875,29044.03125
Baukoa TS-U e2-1830,,3640.96875,19.3125,28925.96875
Baukoa TY-R e4-9862,,3654.1875,708.75,29277.03125
Baukoa UT-R e4-6433,,3562,492.25,29213.5
